Year,Scenario,ImportCost_EURperMWh,ImportCost_EURperKgH2,Country,EuropeanOffshoreSupply_TWh,GrossExport_TWh,GrossImport_TWh,NetExport_TWh,SupplierCarbonContribution_Mt
2050,Outside option 53 EUR/MWh,53,1.766649,FR,0,0,118.614015889601,-118.614015889601,0
2050,Outside option 53 EUR/MWh,53,1.766649,DE,0,0,247.72280236671,-247.72280236671,0
2050,Outside option 53 EUR/MWh,53,1.766649,IE,105.345669298187,99.7578136265039,0,99.7578136265039,20.8073870980478
2050,Outside option 53 EUR/MWh,53,1.766649,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 53 EUR/MWh,53,1.766649,NO,16.91,0,0,0,3.34818
2050,Outside option 53 EUR/MWh,53,1.766649,PT,0,0,23.93,-23.93,0
2050,Outside option 53 EUR/MWh,53,1.766649,ES,0,0,107.58,-107.58,0
2050,Outside option 53 EUR/MWh,53,1.766649,SE,0,0,26.46,-26.46,0
2050,Outside option 53 EUR/MWh,53,1.766649,GB,263.021022175418,171.581022175418,9.44,162.141022175418,52.0781623907328
2050,Outside option 53 EUR/MWh,53,1.766649,ITN,176.964875061198,176.964875061198,0,176.964875061198,47.3251123720916
2030,Outside option 54 EUR/MWh,54,1.799982,BE,0,0,17.86,-17.86,0
2030,Outside option 54 EUR/MWh,54,1.799982,DK,0,0,2.58,-2.58,0
2030,Outside option 54 EUR/MWh,54,1.799982,FR,0,0,30.92,-30.92,0
2030,Outside option 54 EUR/MWh,54,1.799982,DE,0,0,60.97,-60.97,0
2030,Outside option 54 EUR/MWh,54,1.799982,IE,0,0,1.36,-1.36,0
2030,Outside option 54 EUR/MWh,54,1.799982,NL,0,0,25.03,-25.03,0
2030,Outside option 54 EUR/MWh,54,1.799982,NO,0,0,5.23,-5.23,0
2030,Outside option 54 EUR/MWh,54,1.799982,PT,0,0,6.11,-6.11,0
2030,Outside option 54 EUR/MWh,54,1.799982,ES,0,0,27.65,-27.65,0
2030,Outside option 54 EUR/MWh,54,1.799982,SE,0,0,7.86,-7.86,0
2030,Outside option 54 EUR/MWh,54,1.799982,GB,0,0,24.82,-24.82,0
2030,Outside option 54 EUR/MWh,54,1.799982,ITN,210.39,210.39,0,210.39,43.0138238363171
2040,Outside option 54 EUR/MWh,54,1.799982,BE,0,0,49.94,-49.94,0
2040,Outside option 54 EUR/MWh,54,1.799982,DK,0,0,7.35,-7.35,0
2040,Outside option 54 EUR/MWh,54,1.799982,FR,0,0,87.09,-87.09,0
2040,Outside option 54 EUR/MWh,54,1.799982,DE,0,0,182.55,-182.55,0
2040,Outside option 54 EUR/MWh,54,1.799982,IE,0,0,3.89,-3.89,0
2040,Outside option 54 EUR/MWh,54,1.799982,NL,0,0,70.08,-70.08,0
2040,Outside option 54 EUR/MWh,54,1.799982,NO,0,0,13.21,-13.21,0
2040,Outside option 54 EUR/MWh,54,1.799982,PT,0,0,17.32,-17.32,0
2040,Outside option 54 EUR/MWh,54,1.799982,ES,0,0,79.74,-79.74,0
2040,Outside option 54 EUR/MWh,54,1.799982,SE,0,0,20.65,-20.65,0
2040,Outside option 54 EUR/MWh,54,1.799982,GB,0,0,73.08,-73.08,0
2040,Outside option 54 EUR/MWh,54,1.799982,ITN,604.9,604.9,0,604.9,128.622298925831
2050,Outside option 54 EUR/MWh,54,1.799982,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 54 EUR/MWh,54,1.799982,DK,130.516968536747,118.468733471234,0,118.468733471234,25.4724492273043
2050,Outside option 54 EUR/MWh,54,1.799982,FR,0,0,118.614015889601,-118.614015889601,0
2050,Outside option 54 EUR/MWh,54,1.799982,DE,0,0,247.72280236671,-247.72280236671,0
2050,Outside option 54 EUR/MWh,54,1.799982,IE,158.01850394728,150.936969828485,0,150.936969828485,30.94086002604
2050,Outside option 54 EUR/MWh,54,1.799982,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 54 EUR/MWh,54,1.799982,NO,16.91,0,0,0,3.34818
2050,Outside option 54 EUR/MWh,54,1.799982,PT,0,0,23.93,-23.93,0
2050,Outside option 54 EUR/MWh,54,1.799982,ES,0,0,107.58,-107.58,0
2050,Outside option 54 EUR/MWh,54,1.799982,SE,0,0,26.46,-26.46,0
2050,Outside option 54 EUR/MWh,54,1.799982,GB,263.021022175418,171.581022175418,9.44,162.141022175418,52.0781623907328
2050,Outside option 54 EUR/MWh,54,1.799982,ITN,125.785718859217,125.785718859217,0,125.785718859217,37.1916394440994
2030,Outside option 55 EUR/MWh,55,1.833315,BE,0,0,17.86,-17.86,0
2030,Outside option 55 EUR/MWh,55,1.833315,DK,0,0,2.58,-2.58,0
2030,Outside option 55 EUR/MWh,55,1.833315,FR,0,0,30.92,-30.92,0
2030,Outside option 55 EUR/MWh,55,1.833315,DE,0,0,60.97,-60.97,0
2030,Outside option 55 EUR/MWh,55,1.833315,IE,0,0,1.36,-1.36,0
2030,Outside option 55 EUR/MWh,55,1.833315,NL,0,0,25.03,-25.03,0
2030,Outside option 55 EUR/MWh,55,1.833315,NO,0,0,5.23,-5.23,0
2030,Outside option 55 EUR/MWh,55,1.833315,PT,0,0,6.11,-6.11,0
2030,Outside option 55 EUR/MWh,55,1.833315,ES,0,0,27.65,-27.65,0
2030,Outside option 55 EUR/MWh,55,1.833315,SE,0,0,7.86,-7.86,0
2030,Outside option 55 EUR/MWh,55,1.833315,GB,0,0,24.82,-24.82,0
2030,Outside option 55 EUR/MWh,55,1.833315,ITN,210.39,210.39,0,210.39,43.0138238363171
2040,Outside option 55 EUR/MWh,55,1.833315,BE,0,0,49.94,-49.94,0
2040,Outside option 55 EUR/MWh,55,1.833315,DK,6.57269427670951,0,0.777305723290488,-0.777305723290488,1.30139346678848
2040,Outside option 55 EUR/MWh,55,1.833315,FR,0,0,87.09,-87.09,0
2040,Outside option 55 EUR/MWh,55,1.833315,DE,0,0,182.55,-182.55,0
2040,Outside option 55 EUR/MWh,55,1.833315,IE,0,0,3.89,-3.89,0
2040,Outside option 55 EUR/MWh,55,1.833315,NL,0,0,70.08,-70.08,0
2040,Outside option 55 EUR/MWh,55,1.833315,NO,0,0,13.21,-13.21,0
2040,Outside option 55 EUR/MWh,55,1.833315,PT,0,0,17.32,-17.32,0
2040,Outside option 55 EUR/MWh,55,1.833315,ES,0,0,79.74,-79.74,0
2040,Outside option 55 EUR/MWh,55,1.833315,SE,0,0,20.65,-20.65,0
2040,Outside option 55 EUR/MWh,55,1.833315,GB,0,0,73.08,-73.08,0
2040,Outside option 55 EUR/MWh,55,1.833315,ITN,598.32730572329,598.32730572329,0,598.32730572329,127.320905459043
2050,Outside option 55 EUR/MWh,55,1.833315,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 55 EUR/MWh,55,1.833315,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 55 EUR/MWh,55,1.833315,FR,0,0,118.431963070879,-118.431963070879,0
2050,Outside option 55 EUR/MWh,55,1.833315,DE,0,0,247.16320469251,-247.16320469251,0
2050,Outside option 55 EUR/MWh,55,1.833315,IE,169.753944946969,161.430993594922,0,161.430993594922,33.0186767317945
2050,Outside option 55 EUR/MWh,55,1.833315,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 55 EUR/MWh,55,1.833315,NO,48.6283395211192,31.3003023778252,0,31.3003023778252,9.54563987080939
2050,Outside option 55 EUR/MWh,55,1.833315,PT,0,0,23.93,-23.93,0
2050,Outside option 55 EUR/MWh,55,1.833315,ES,0,0,107.58,-107.58,0
2050,Outside option 55 EUR/MWh,55,1.833315,SE,0,0,26.46,-26.46,0
2050,Outside option 55 EUR/MWh,55,1.833315,GB,263.021022175418,171.581022175418,9.44,162.141022175418,52.0781623907328
2050,Outside option 55 EUR/MWh,55,1.833315,ITN,83.25,83.25,0,83.25,28.7695671099744
2030,Outside option 56 EUR/MWh,56,1.866648,BE,0,0,17.86,-17.86,0
2030,Outside option 56 EUR/MWh,56,1.866648,DK,0,0,2.58,-2.58,0
2030,Outside option 56 EUR/MWh,56,1.866648,FR,0,0,30.92,-30.92,0
2030,Outside option 56 EUR/MWh,56,1.866648,DE,0,0,60.97,-60.97,0
2030,Outside option 56 EUR/MWh,56,1.866648,IE,0,0,1.36,-1.36,0
2030,Outside option 56 EUR/MWh,56,1.866648,NL,0,0,25.03,-25.03,0
2030,Outside option 56 EUR/MWh,56,1.866648,NO,0,0,5.23,-5.23,0
2030,Outside option 56 EUR/MWh,56,1.866648,PT,0,0,6.11,-6.11,0
2030,Outside option 56 EUR/MWh,56,1.866648,ES,0,0,27.65,-27.65,0
2030,Outside option 56 EUR/MWh,56,1.866648,SE,0,0,7.86,-7.86,0
2030,Outside option 56 EUR/MWh,56,1.866648,GB,0,0,24.82,-24.82,0
2030,Outside option 56 EUR/MWh,56,1.866648,ITN,210.39,210.39,0,210.39,43.0138238363171
2040,Outside option 56 EUR/MWh,56,1.866648,BE,0,0,49.94,-49.94,0
2040,Outside option 56 EUR/MWh,56,1.866648,DK,7.35,0,0,0,1.4553
2040,Outside option 56 EUR/MWh,56,1.866648,FR,0,0,87.09,-87.09,0
2040,Outside option 56 EUR/MWh,56,1.866648,DE,0,0,182.55,-182.55,0
2040,Outside option 56 EUR/MWh,56,1.866648,IE,0,0,3.89,-3.89,0
2040,Outside option 56 EUR/MWh,56,1.866648,NL,0,0,70.08,-70.08,0
2040,Outside option 56 EUR/MWh,56,1.866648,NO,0,0,13.21,-13.21,0
2040,Outside option 56 EUR/MWh,56,1.866648,PT,0,0,17.32,-17.32,0
2040,Outside option 56 EUR/MWh,56,1.866648,ES,0,0,79.74,-79.74,0
2040,Outside option 56 EUR/MWh,56,1.866648,SE,0,0,20.65,-20.65,0
2040,Outside option 56 EUR/MWh,56,1.866648,GB,0,0,73.08,-73.08,0
2040,Outside option 56 EUR/MWh,56,1.866648,ITN,597.55,597.55,0,597.55,127.166998925831
2050,Outside option 56 EUR/MWh,56,1.866648,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 56 EUR/MWh,56,1.866648,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 56 EUR/MWh,56,1.866648,FR,0,0,118.365648619207,-118.365648619207,0
2050,Outside option 56 EUR/MWh,56,1.866648,DE,0,0,247.160270280744,-247.160270280744,0
2050,Outside option 56 EUR/MWh,56,1.866648,IE,169.753944946969,161.039846476994,0,161.039846476994,32.9412296024448
2050,Outside option 56 EUR/MWh,56,1.866648,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 56 EUR/MWh,56,1.866648,NO,69.6705794905415,52.3425423472475,0,52.3425423472475,13.712003384755
2050,Outside option 56 EUR/MWh,56,1.866648,PT,0,0,23.93,-23.93,1.77635683940025e-15
2050,Outside option 56 EUR/MWh,56,1.866648,ES,0,0,107.58,-107.58,0
2050,Outside option 56 EUR/MWh,56,1.866648,SE,0,0,26.46,-26.46,0
2050,Outside option 56 EUR/MWh,56,1.866648,GB,263.021022175418,162.141022175418,0,162.141022175418,54.0333288357456
2050,Outside option 56 EUR/MWh,56,1.866648,ITN,62.529658285068,62.529658285068,0,62.529658285068,22.7117730054051
2030,Outside option 57 EUR/MWh,57,1.899981,BE,0,0,17.86,-17.86,0
2030,Outside option 57 EUR/MWh,57,1.899981,DK,0,0,2.58,-2.58,0
2030,Outside option 57 EUR/MWh,57,1.899981,FR,0,0,30.92,-30.92,0
2030,Outside option 57 EUR/MWh,57,1.899981,DE,0,0,60.97,-60.97,0
2030,Outside option 57 EUR/MWh,57,1.899981,IE,0,0,1.36,-1.36,0
2030,Outside option 57 EUR/MWh,57,1.899981,NL,0,0,25.03,-25.03,0
2030,Outside option 57 EUR/MWh,57,1.899981,NO,0,0,5.23,-5.23,0
2030,Outside option 57 EUR/MWh,57,1.899981,PT,0,0,6.11,-6.11,0
2030,Outside option 57 EUR/MWh,57,1.899981,ES,0,0,27.65,-27.65,0
2030,Outside option 57 EUR/MWh,57,1.899981,SE,0,0,7.86,-7.86,0
2030,Outside option 57 EUR/MWh,57,1.899981,GB,0,0,24.82,-24.82,0
2030,Outside option 57 EUR/MWh,57,1.899981,ITN,210.39,210.39,0,210.39,43.0138238363171
2040,Outside option 57 EUR/MWh,57,1.899981,BE,0,0,49.94,-49.94,0
2040,Outside option 57 EUR/MWh,57,1.899981,DK,13.145388553419,5.70545814043064,0,5.70545814043064,2.58498071180527
2040,Outside option 57 EUR/MWh,57,1.899981,FR,0,0,87.09,-87.09,0
2040,Outside option 57 EUR/MWh,57,1.899981,DE,0,0,182.55,-182.55,0
2040,Outside option 57 EUR/MWh,57,1.899981,IE,3.89,0,0,0,0.77022
2040,Outside option 57 EUR/MWh,57,1.899981,NL,0,0,70.08,-70.08,0
2040,Outside option 57 EUR/MWh,57,1.899981,NO,0,0,13.21,-13.21,0
2040,Outside option 57 EUR/MWh,57,1.899981,PT,0,0,17.32,-17.32,0
2040,Outside option 57 EUR/MWh,57,1.899981,ES,0,0,79.74,-79.74,0
2040,Outside option 57 EUR/MWh,57,1.899981,SE,0,0,20.65,-20.65,0
2040,Outside option 57 EUR/MWh,57,1.899981,GB,0,0,73.08,-73.08,0
2040,Outside option 57 EUR/MWh,57,1.899981,ITN,587.954541859569,587.954541859569,0,587.954541859569,125.267098214026
2050,Outside option 57 EUR/MWh,57,1.899981,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 57 EUR/MWh,57,1.899981,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 57 EUR/MWh,57,1.899981,FR,0,0,118.35731773685,-118.35731773685,0
2050,Outside option 57 EUR/MWh,57,1.899981,DE,0,0,247.160270280744,-247.160270280744,0
2050,Outside option 57 EUR/MWh,57,1.899981,IE,169.753944946969,160.99070785726,0,160.99070785726,32.9315001557375
2050,Outside option 57 EUR/MWh,57,1.899981,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 57 EUR/MWh,57,1.899981,NO,69.6705794905415,52.3425423472475,0,52.3425423472475,13.712003384755
2050,Outside option 57 EUR/MWh,57,1.899981,PT,0,0,23.93,-23.93,1.77635683940025e-15
2050,Outside option 57 EUR/MWh,57,1.899981,ES,0,0,107.58,-107.58,0
2050,Outside option 57 EUR/MWh,57,1.899981,SE,0,0,26.46,-26.46,0
2050,Outside option 57 EUR/MWh,57,1.899981,GB,263.021022175418,163.59894484626,1.45792267084216,162.141022175418,53.7313710512695
2050,Outside option 57 EUR/MWh,57,1.899981,ITN,62.5704660224452,62.5704660224452,0,62.5704660224452,23.0218107218818
2030,Outside option 58 EUR/MWh,58,1.933314,BE,0,0,17.86,-17.86,0
2030,Outside option 58 EUR/MWh,58,1.933314,DK,0,0,2.579999999623,-2.579999999623,7.46461781275798e-11
2030,Outside option 58 EUR/MWh,58,1.933314,FR,0,0,30.92,-30.92,0
2030,Outside option 58 EUR/MWh,58,1.933314,DE,0,0,60.97,-60.97,0
2030,Outside option 58 EUR/MWh,58,1.933314,IE,0,0,1.36,-1.36,0
2030,Outside option 58 EUR/MWh,58,1.933314,NL,0,0,25.029999998424,-25.029999998424,4.75266936916796e-10
2030,Outside option 58 EUR/MWh,58,1.933314,NO,0,0,5.23,-5.23,0
2030,Outside option 58 EUR/MWh,58,1.933314,PT,0,0,6.11,-6.11,0
2030,Outside option 58 EUR/MWh,58,1.933314,ES,0,0,27.65,-27.65,0
2030,Outside option 58 EUR/MWh,58,1.933314,SE,0,0,7.86,-7.86,0
2030,Outside option 58 EUR/MWh,58,1.933314,GB,0,0,24.8199999979059,-24.8199999979059,6.31505514547825e-10
2030,Outside option 58 EUR/MWh,58,1.933314,ITN,210.389999995953,210.389999995953,0,210.389999995953,43.0138238351357
2040,Outside option 58 EUR/MWh,58,1.933314,BE,0,0,49.94,-49.94,0
2040,Outside option 58 EUR/MWh,58,1.933314,DK,24.2564858720752,16.6441381032166,0,16.6441381032166,4.75083934443689
2040,Outside option 58 EUR/MWh,58,1.933314,FR,0,0,87.09,-87.09,0
2040,Outside option 58 EUR/MWh,58,1.933314,DE,0,0,182.55,-182.55,0
2040,Outside option 58 EUR/MWh,58,1.933314,IE,6.58410433113668,2.65284322124903,0,2.65284322124903,1.29548295780731
2040,Outside option 58 EUR/MWh,58,1.933314,NL,13.145405706206,0,56.934594293794,-56.934594293794,2.6027903298288
2040,Outside option 58 EUR/MWh,58,1.933314,NO,0,0,13.21,-13.21,0
2040,Outside option 58 EUR/MWh,58,1.933314,PT,0,0,17.32,-17.32,0
2040,Outside option 58 EUR/MWh,58,1.933314,ES,0,0,79.74,-79.74,0
2040,Outside option 58 EUR/MWh,58,1.933314,SE,0,0,20.65,-20.65,0
2040,Outside option 58 EUR/MWh,58,1.933314,GB,17.4853758723583,0,55.5946241276417,-55.5946241276417,3.46210442272694
2040,Outside option 58 EUR/MWh,58,1.933314,ITN,543.73223709697,543.73223709697,0,543.73223709697,116.511081871031
2050,Outside option 58 EUR/MWh,58,1.933314,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 58 EUR/MWh,58,1.933314,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 58 EUR/MWh,58,1.933314,FR,0,0,118.365648619207,-118.365648619207,0
2050,Outside option 58 EUR/MWh,58,1.933314,DE,0,0,247.160270280744,-247.160270280744,0
2050,Outside option 58 EUR/MWh,58,1.933314,IE,169.753944946969,161.039846476994,0,161.039846476994,32.9412296024448
2050,Outside option 58 EUR/MWh,58,1.933314,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 58 EUR/MWh,58,1.933314,NO,69.6705794905415,52.3425423472475,0,52.3425423472475,13.712003384755
2050,Outside option 58 EUR/MWh,58,1.933314,PT,0,0,23.93,-23.93,1.77635683940025e-15
2050,Outside option 58 EUR/MWh,58,1.933314,ES,0,0,107.58,-107.58,0
2050,Outside option 58 EUR/MWh,58,1.933314,SE,0,0,26.46,-26.46,0
2050,Outside option 58 EUR/MWh,58,1.933314,GB,263.021022175418,162.141022175418,0,162.141022175418,54.0333288357456
2050,Outside option 58 EUR/MWh,58,1.933314,ITN,62.529658285068,62.529658285068,0,62.529658285068,22.7117730054051
2030,Outside option 59 EUR/MWh,59,1.966647,BE,0,0,17.86,-17.86,0
2030,Outside option 59 EUR/MWh,59,1.966647,DK,0,0,2.58,-2.58,0
2030,Outside option 59 EUR/MWh,59,1.966647,FR,0,0,30.92,-30.92,0
2030,Outside option 59 EUR/MWh,59,1.966647,DE,0,0,60.97,-60.97,0
2030,Outside option 59 EUR/MWh,59,1.966647,IE,0,0,1.36,-1.36,0
2030,Outside option 59 EUR/MWh,59,1.966647,NL,0,0,25.03,-25.03,0
2030,Outside option 59 EUR/MWh,59,1.966647,NO,0,0,5.23,-5.23,0
2030,Outside option 59 EUR/MWh,59,1.966647,PT,0,0,6.11,-6.11,0
2030,Outside option 59 EUR/MWh,59,1.966647,ES,0,0,27.65,-27.65,0
2030,Outside option 59 EUR/MWh,59,1.966647,SE,0,0,7.86,-7.86,0
2030,Outside option 59 EUR/MWh,59,1.966647,GB,0,0,24.82,-24.82,0
2030,Outside option 59 EUR/MWh,59,1.966647,ITN,210.39,210.39,0,210.39,43.0138238363171
2040,Outside option 59 EUR/MWh,59,1.966647,BE,0,0,49.94,-49.94,0
2040,Outside option 59 EUR/MWh,59,1.966647,DK,24.2564858720752,16.6441381032166,0,16.6441381032166,4.75083934443689
2040,Outside option 59 EUR/MWh,59,1.966647,FR,0,0,87.09,-87.09,0
2040,Outside option 59 EUR/MWh,59,1.966647,DE,0,0,182.55,-182.55,0
2040,Outside option 59 EUR/MWh,59,1.966647,IE,13.1682086622734,9.13610979002476,0,9.13610979002476,2.5791697384249
2040,Outside option 59 EUR/MWh,59,1.966647,NL,46.0089199717212,0,24.0710800282788,-24.0710800282788,9.10976615440079
2040,Outside option 59 EUR/MWh,59,1.966647,NO,0,0,13.21,-13.21,0
2040,Outside option 59 EUR/MWh,59,1.966647,PT,0,0,17.32,-17.32,0
2040,Outside option 59 EUR/MWh,59,1.966647,ES,0,0,79.74,-79.74,0
2040,Outside option 59 EUR/MWh,59,1.966647,SE,0,0,20.65,-20.65,0
2040,Outside option 59 EUR/MWh,59,1.966647,GB,34.637175904067,0,38.442824095933,-38.442824095933,6.85816082900527
2040,Outside option 59 EUR/MWh,59,1.966647,ITN,487.23365623097,487.23365623097,0,487.23365623097,105.324362859563
2050,Outside option 59 EUR/MWh,59,1.966647,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 59 EUR/MWh,59,1.966647,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 59 EUR/MWh,59,1.966647,FR,0,0,118.365648619207,-118.365648619207,0
2050,Outside option 59 EUR/MWh,59,1.966647,DE,0,0,247.160270280744,-247.160270280744,0
2050,Outside option 59 EUR/MWh,59,1.966647,IE,169.753944946969,161.039846476994,0,161.039846476994,32.9412296024448
2050,Outside option 59 EUR/MWh,59,1.966647,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 59 EUR/MWh,59,1.966647,NO,69.6705794905415,52.3425423472475,0,52.3425423472475,13.712003384755
2050,Outside option 59 EUR/MWh,59,1.966647,PT,0,0,23.93,-23.93,8.88178419700125e-16
2050,Outside option 59 EUR/MWh,59,1.966647,ES,0,0,107.58,-107.58,0
2050,Outside option 59 EUR/MWh,59,1.966647,SE,0,0,26.46,-26.46,0
2050,Outside option 59 EUR/MWh,59,1.966647,GB,263.021022175418,162.141022175418,0,162.141022175418,54.0333288357456
2050,Outside option 59 EUR/MWh,59,1.966647,ITN,62.529658285068,62.529658285068,0,62.529658285068,22.7117730054051
2030,Outside option 60 EUR/MWh,60,1.99998,BE,0,0,17.86,-17.86,0
2030,Outside option 60 EUR/MWh,60,1.99998,DK,0,0,2.58,-2.58,0
2030,Outside option 60 EUR/MWh,60,1.99998,FR,0,0,30.92,-30.92,0
2030,Outside option 60 EUR/MWh,60,1.99998,DE,0,0,60.97,-60.97,0
2030,Outside option 60 EUR/MWh,60,1.99998,IE,0,0,1.36,-1.36,0
2030,Outside option 60 EUR/MWh,60,1.99998,NL,0,0,25.029999998424,-25.029999998424,4.75266936916796e-10
2030,Outside option 60 EUR/MWh,60,1.99998,NO,0,0,5.23,-5.23,0
2030,Outside option 60 EUR/MWh,60,1.99998,PT,0,0,6.11,-6.11,0
2030,Outside option 60 EUR/MWh,60,1.99998,ES,0,0,27.65,-27.65,0
2030,Outside option 60 EUR/MWh,60,1.99998,SE,0,0,7.86,-7.86,0
2030,Outside option 60 EUR/MWh,60,1.99998,GB,0,0,24.8199999979059,-24.8199999979059,6.31505514547825e-10
2030,Outside option 60 EUR/MWh,60,1.99998,ITN,210.38999999633,210.38999999633,0,210.38999999633,43.0138238352104
2040,Outside option 60 EUR/MWh,60,1.99998,BE,0,0,49.94,-49.94,0
2040,Outside option 60 EUR/MWh,60,1.99998,DK,24.2564858720752,16.6441381032166,0,16.6441381032166,4.75083934443689
2040,Outside option 60 EUR/MWh,60,1.99998,FR,0,0,87.09,-87.09,0
2040,Outside option 60 EUR/MWh,60,1.99998,DE,0,0,182.55,-182.55,0
2040,Outside option 60 EUR/MWh,60,1.99998,IE,13.1682086622734,9.13610979002476,0,9.13610979002476,2.5791697384249
2040,Outside option 60 EUR/MWh,60,1.99998,NL,59.95,0,10.13,-10.13,11.8701
2040,Outside option 60 EUR/MWh,60,1.99998,NO,0,0,13.21,-13.21,0
2040,Outside option 60 EUR/MWh,60,1.99998,PT,0,0,17.32,-17.32,0
2040,Outside option 60 EUR/MWh,60,1.99998,ES,0,0,79.74,-79.74,0
2040,Outside option 60 EUR/MWh,60,1.99998,SE,0,0,20.65,-20.65,0
2040,Outside option 60 EUR/MWh,60,1.99998,GB,34.637175904067,0,38.442824095933,-38.442824095933,6.85816082900527
2040,Outside option 60 EUR/MWh,60,1.99998,ITN,473.292576202692,473.292576202692,0,473.292576202692,102.564029013964
2050,Outside option 60 EUR/MWh,60,1.99998,BE,0,0,64.2632387202818,-64.2632387202818,0
2050,Outside option 60 EUR/MWh,60,1.99998,DK,130.516968536747,118.468475693265,0,118.468475693265,25.4723981872665
2050,Outside option 60 EUR/MWh,60,1.99998,FR,0,0,118.365648619207,-118.365648619207,0
2050,Outside option 60 EUR/MWh,60,1.99998,DE,0,0,247.160270280744,-247.160270280744,0
2050,Outside option 60 EUR/MWh,60,1.99998,IE,169.753944946969,161.039846476994,0,161.039846476994,32.9412296024448
2050,Outside option 60 EUR/MWh,60,1.99998,NL,133.65761264224,43.8976126422398,12.66,31.2376126422398,26.4642073031635
2050,Outside option 60 EUR/MWh,60,1.99998,NO,69.6705794905415,52.3425423472475,0,52.3425423472475,13.712003384755
2050,Outside option 60 EUR/MWh,60,1.99998,PT,0,0,23.93,-23.93,1.77635683940025e-15
2050,Outside option 60 EUR/MWh,60,1.99998,ES,0,0,107.58,-107.58,0
2050,Outside option 60 EUR/MWh,60,1.99998,SE,0,0,26.46,-26.46,0
2050,Outside option 60 EUR/MWh,60,1.99998,GB,263.021022175418,162.141022175418,0,162.141022175418,54.0333288357456
2050,Outside option 60 EUR/MWh,60,1.99998,ITN,62.529658285068,62.529658285068,0,62.529658285068,22.7117730054051
2030,Outside option 61 EUR/MWh,61,2.033313,BE,0,0,17.86,-17.86,0
2030,Outside option 61 EUR/MWh,61,2.033313,DK,0,0,2.58,-2.58,0
2030,Outside option 61 EUR/MWh,61,2.033313,FR,0,0,30.92,-30.92,0
2030,Outside option 61 EUR/MWh,61,2.033313,DE,0,0,60.97,-60.97,0
2030,Outside option 61 EUR/MWh,61,2.033313,IE,0,0,1.36,-1.36,0
2030,Outside option 61 EUR/MWh,61,2.033313,NL,0,0,25.029999998424,-25.029999998424,4.75266936916796e-10
2030,Outside option 61 EUR/MWh,61,2.033313,NO,0,0,5.23,-5.23,0
2030,Outside option 61 EUR/MWh,61,2.033313,PT,0,0,6.11,-6.11,0
2030,Outside option 61 EUR/MWh,61,2.033313,ES,0,0,27.65,-27.65,0
2030,Outside option 61 EUR/MWh,61,2.033313,SE,0,0,7.86,-7.86,0
2030,Outside option 61 EUR/MWh,61,2.033313,GB,0,0,24.8199999979059,-24.8199999979059,6.31505514547825e-10
2030,Outside option 61 EUR/MWh,61,2.033313,ITN,210.38999999633,210.38999999633,0,210.38999999633,43.0138238352104
2040,Outside option 61 EUR/MWh,61,2.033313,BE,0,0,49.94,-49.94,0
2040,Outside option 61 EUR/MWh,61,2.033313,DK,24.2564858720752,16.6441381032166,0,16.6441381032166,4.75083934443689
2040,Outside option 61 EUR/MWh,61,2.033313,FR,0,0,87.09,-87.09,0
2040,Outside option 61 EUR/MWh,61,2.033313,DE,0,0,182.639860912648,-182.639860912648,0
2040,Outside option 61 EUR/MWh,61,2.033313,IE,19.75231299341,15.6193763588005,0,15.6193763588005,3.8628565190425
2040,Outside option 61 EUR/MWh,61,2.033313,NL,65.7270285310302,5.77702853103024,10.13,-4.35297146896977,13.013951649144
2040,Outside option 61 EUR/MWh,61,2.033313,NO,0,0,13.21,-13.21,0
2040,Outside option 61 EUR/MWh,61,2.033313,PT,0,0,17.32,-17.32,0
2040,Outside option 61 EUR/MWh,61,2.033313,ES,0,0,79.74,-79.74,0
2040,Outside option 61 EUR/MWh,61,2.033313,SE,0,0,20.65,-20.65,0
2040,Outside option 61 EUR/MWh,61,2.033313,GB,49.9106236411995,0,23.1693763588005,-23.1693763588005,9.8823034809575
