Year,Scenario,ImportCost_EURperMWh,ImportCost_EURperKgH2,SolverProblemCode,EuropeanOffshoreSupply_TWh,InternationalImport_TWh,TotalCarbonReduction_Mt,EuropeanOffshoreCarbonContribution_Mt,TotalCost_BnEUR,ImportCost_BnEUR,TopGrossExporter,TopGrossExport_TWh,TopNetExporter,TopNetExport_TWh,IrelandNetExport_TWh,UKNetExport_TWh,IrelandCarbonContribution_Mt,UKCarbonContribution_Mt
2040,Outside option 5.5 EUR/kg-H2,165.0016500165,5.5,0,494.894607535519,116.360794716993,129.668356210684,98.5136587086293,65.4066153132519,19.1997231255352,GB,129.631616540512,GB,122.081616540512,82.7110426541523,122.081616540512,17.1470064455222,38.6420000750213
2050,Outside option 5.5 EUR/kg-H2,165.0016500165,5.5,0,766.620127791916,62.529658285068,175.33494031878,152.623167313375,82.6229371460977,10.3174967920041,GB,162.141022175418,GB,162.141022175418,161.039846476994,162.141022175418,32.9412296024448,54.0333288357456
2030,Outside option 5.6 EUR/kg-H2,168.0016800168,5.6,0,213.41694219492,0,43.4568358267357,43.4568358267357,19.4242524773405,0,GB,78.2338408083436,GB,78.2338408083436,14.1235735287511,78.2338408083436,3.35210436136006,20.8998523286281
2040,Outside option 5.6 EUR/kg-H2,168.0016800168,5.6,0,494.894607535519,116.360794716993,129.668356210684,98.5136587086293,65.7557011882616,19.5488090005449,GB,129.631616540512,GB,122.081616540512,82.7110426541523,122.081616540512,17.1470064455222,38.6420000750213
2050,Outside option 5.6 EUR/kg-H2,168.0016800168,5.6,0,766.620127791916,62.5704660224452,175.333290804074,152.311480082192,82.8117499741609,10.5119434112049,GB,163.59894484626,GB,162.141022175418,160.99070785726,162.141022175418,32.9315001557375,53.7313710512695
2030,Outside option 5.7 EUR/kg-H2,171.0017100171,5.7,0,213.41694219492,0,43.4568358267357,43.4568358267357,19.4242524773405,0,GB,78.2338408083436,GB,78.2338408083436,14.1235735287511,78.2338408083436,3.35210436136006,20.8998523286281
2040,Outside option 5.7 EUR/kg-H2,171.0017100171,5.7,0,494.894607535519,116.423711116092,129.660618803292,97.7566250764744,66.1005012121191,19.9086536873887,GB,129.631616540512,GB,122.081616540512,82.6090484399419,122.081616540512,17.1268115911085,38.6420000750213
2050,Outside option 5.7 EUR/kg-H2,171.0017100171,5.7,0,766.620127791916,62.529658285068,175.33494031878,152.623167313375,82.9981188476251,10.6926784935316,GB,162.141022175418,GB,162.141022175418,161.039846476994,162.141022175418,32.9412296024448,54.0333288357456
2030,Outside option 5.8 EUR/kg-H2,174.0017400174,5.8,0,213.41694219492,0,43.4568358267357,43.4568358267357,19.4242524773405,0,GB,78.2338408083436,GB,78.2338408083436,14.1235735287511,78.2338408083436,3.35210436136006,20.8998523286281
2040,Outside option 5.8 EUR/kg-H2,174.0017400174,5.8,0,494.894607535519,116.317089828573,129.665908444593,98.7513398443893,66.4506185711036,20.2393760239319,GB,124.956369971287,GB,122.081616540512,82.7423850875663,122.081616540512,17.1532122473381,39.6103141867066
2050,Outside option 5.8 EUR/kg-H2,174.0017400174,5.8,0,766.620127791916,62.529658285068,175.33494031878,152.623167313375,83.1857096983888,10.8802693442953,GB,162.141022175418,GB,162.141022175418,161.039846476994,162.141022175418,32.9412296024448,54.0333288357456
2030,Outside option 5.9 EUR/kg-H2,177.0017700177,5.9,0,213.41694219492,0,43.4568358267357,43.4568358267357,19.4242524773405,0,GB,78.2338408083436,GB,78.2338408083436,14.1235735287511,78.2338408083436,3.35210436136006,20.8998523286281
2040,Outside option 5.9 EUR/kg-H2,177.0017700177,5.9,0,494.894607535519,116.360794716993,129.668356210684,98.5136587086293,66.8029588132908,20.5960666255741,GB,129.631616540512,GB,122.081616540512,82.7110426541523,122.081616540512,17.1470064455222,38.6420000750213
2050,Outside option 5.9 EUR/kg-H2,177.0017700177,5.9,0,766.620127791916,62.5203837384683,175.338047896468,152.779174739639,83.3747407763003,11.0662185838947,GB,163.59894484626,GB,162.141022175418,161.064815860398,162.141022175418,32.9461735403588,53.7313710512695
2030,Outside option 6 EUR/kg-H2,180.001800018,6,0,213.41694219492,0,43.4568358267357,43.4568358267357,19.4242524773405,0,GB,78.2338408083436,GB,78.2338408083436,14.1235735287511,78.2338408083436,3.35210436136006,20.8998523286281
2040,Outside option 6 EUR/kg-H2,180.001800018,6,0,494.894607535519,116.188613269693,129.676898389418,100.12001173976,67.1518574805041,20.91415953014,GB,122.081616540512,GB,122.081616540512,82.9263664182914,122.081616540512,17.1896405508217,40.2057190008525
2050,Outside option 6 EUR/kg-H2,180.001800018,6,0,766.620127791916,62.5203837384683,175.338047896468,152.779174739639,83.562303803146,11.2537816107404,GB,163.59894484626,GB,162.141022175418,161.064815860398,162.141022175418,32.9461735403588,53.7313710512695
