Published DateTime,Notes,Auction ID,Auction Lot ID,Buy Sell,Volume Required,Qualified IC,Start Time,End Time,Bid Deadline,Default Price,Clearing Price,Best Price,VWA Price,Cleared Volume,Total Bid Volume,IFA1 Volume,BN Volume,NEMO Volume,IFA2 Volume,EL Volume,VKL Volume
2023-01-23T22:44:59,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_23-21_31,2023_01_23-21_31-8,Buy,1000,IFA1/IFA2/EL,2023-01-24T12:00:00,2023-01-24T13:00:00,2023-01-23T22:20:00,150,200.37,174,190.26,1000,5134,95,,,657,248,
2023-01-24T11:21:02,,2023_01_24-10_16,2023_01_24-10_16-1,Buy,1250,IFA1/BN/NEMO/IFA2,2023-01-24T13:00:00,2023-01-24T14:00:00,2023-01-24T11:00:00,170,204.08,188.63,196.4,1250,1815,391,69,436,354,,
2023-01-24T11:21:02,,2023_01_24-10_16,2023_01_24-10_16-2,Buy,750,IFA1/BN/NEMO/IFA2,2023-01-24T14:00:00,2023-01-24T15:00:00,2023-01-24T11:00:00,170,204.22,189.32,197.52,750,1861,364,123,148,115,,
2023-01-24T11:21:02,,2023_01_24-10_16,2023_01_24-10_16-3,Buy,600,IFA1/BN/NEMO/IFA2,2023-01-24T15:00:00,2023-01-24T16:00:00,2023-01-24T11:00:00,170,203.33,194.55,200.31,600,7043,310,20,120,150,,
2023-01-24T11:21:02,,2023_01_24-10_16,2023_01_24-10_16-4,Buy,600,NEMO,2023-01-24T16:00:00,2023-01-24T17:00:00,2023-01-24T11:00:00,200,294.44,211.46,241.5,590,590,,,590,,,
2023-01-24T17:21:13,,2023_01_24-16_45,2023_01_24-16_45-1,Buy,500,IFA1/IFA2,2023-01-24T19:00:00,2023-01-24T20:00:00,2023-01-24T17:15:00,170,207,197.19,200.67,500,807,197,,,303,,
2023-01-25T00:27:36,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_24-23_15,2023_01_24-23_15-1,Buy,500,IFA1/IFA2/BN/NEMO/EL,2023-01-25T05:00:00,2023-01-25T06:00:00,2023-01-25T00:00:00,110,171.83,164.72,167.82,500,5259,,500,,,,
2023-01-25T00:27:36,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_24-23_15,2023_01_24-23_15-2,Buy,200,IFA1/IFA2/BN/NEMO/EL,2023-01-25T06:00:00,2023-01-25T07:00:00,2023-01-25T00:00:00,120,197.25,195.51,196.81,200,3723,,185,15,,,
2023-01-25T00:27:36,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_24-23_15,2023_01_24-23_15-3,Buy,2400,BN/NEMO/EL,2023-01-25T07:00:00,2023-01-25T08:00:00,2023-01-25T00:00:00,150,253.44,216.94,233.92,2400,9295,,1800,600,,,
2023-01-25T00:27:36,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_24-23_15,2023_01_24-23_15-4,Buy,3050,BN/NEMO/EL,2023-01-25T08:00:00,2023-01-25T09:00:00,2023-01-25T00:00:00,170,419.1,223.98,268.26,3050,6466,,1400,650,,1000,
2023-01-25T00:27:36,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_24-23_15,2023_01_24-23_15-5,Buy,1950,BN/NEMO/EL,2023-01-25T09:00:00,2023-01-25T10:00:00,2023-01-25T00:00:00,160,382.97,222.1,253.7,1950,4592,,650,300,,1000,
2023-01-25T00:27:36,,2023_01_24-23_15,2023_01_24-23_15-6,Buy,1500,BN/NEMO/EL,2023-01-25T10:00:00,2023-01-25T11:00:00,2023-01-25T00:00:00,150,231.82,209.4,220.27,1500,4684,,650,,,850,
2023-01-25T00:27:36,,2023_01_24-23_15,2023_01_24-23_15-7,Buy,1700,BN/NEMO/EL,2023-01-25T11:00:00,2023-01-25T12:00:00,2023-01-25T00:00:00,140,232.01,203.95,218.96,1699,3949,,500,210,,989,
2023-01-25T00:27:36,,2023_01_24-23_15,2023_01_24-23_15-8,Buy,900,BN/NEMO/EL,2023-01-25T12:00:00,2023-01-25T13:00:00,2023-01-25T00:00:00,140,206,199,203.07,900,3944,,210,,,690,
2023-01-25T11:22:09,Auction Cancelled,2023_01_25-11_02,2023_01_25-11_02-1,Buy,1400,IFA2/BN/NEMO,2023-01-25T13:00:00,2023-01-25T14:00:00,2023-01-25T11:25:00,130,,,,0,,,,,,,
2023-01-25T11:22:09,Auction Cancelled,2023_01_25-11_02,2023_01_25-11_02-2,Buy,1400,IFA2/BN/NEMO,2023-01-25T14:00:00,2023-01-25T15:00:00,2023-01-25T11:25:00,130,,,,0,,,,,,,
2023-01-25T11:22:09,Auction Cancelled,2023_01_25-11_02,2023_01_25-11_02-3,Buy,1500,IFA1/IFA2/BN/NEMO,2023-01-25T15:00:00,2023-01-25T16:00:00,2023-01-25T11:25:00,135,,,,0,,,,,,,
2023-01-25T11:22:09,Auction Cancelled,2023_01_25-11_02,2023_01_25-11_02-4,Buy,3100,IFA1/IFA2/BN/NEMO/EL,2023-01-25T16:00:00,2023-01-25T17:00:00,2023-01-25T11:25:00,145,,,,0,,,,,,,
2023-01-25T13:41:33,,2023_01_25-12_55,2023_01_25-12_55-1,Buy,1000,IFA1/IFA2/BN/NEMO,2023-01-25T15:00:00,2023-01-25T16:00:00,2023-01-25T13:25:00,135,258.66,232.9,246.57,1000,5404,386,399,108,107,,
2023-01-25T13:41:33,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_25-12_55,2023_01_25-12_55-2,Buy,2000,IFA1/IFA2/BN/NEMO,2023-01-25T16:00:00,2023-01-25T17:00:00,2023-01-25T13:25:00,145,335.35,244.9,288.73,2000,5573,730,604,396,270,,
2023-01-25T15:40:58,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_25-14_59,2023_01_25-14_59-1,Buy,1800,IFA1/IFA2/BN/NEMO,2023-01-25T17:00:00,2023-01-25T18:00:00,2023-01-25T15:20:00,150,3444,317.24,873.92,1800,5214,350,221,1079,150,,
2023-01-25T15:40:58,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_25-14_59,2023_01_25-14_59-2,Buy,1800,IFA1/IFA2/NEMO,2023-01-25T18:00:00,2023-01-25T19:00:00,2023-01-25T15:20:00,140,2444,308.41,639.33,1800,4780,705,,800,295,,
2023-01-25T15:40:58,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_01_25-14_59,2023_01_25-14_59-3,Buy,1800,IFA1/IFA2/NEMO/EL,2023-01-25T19:00:00,2023-01-25T20:00:00,2023-01-25T15:20:00,130,2444,258.52,666.04,1800,9215,355,,800,50,595,
2023-01-25T15:40:58,,2023_01_25-14_59,2023_01_25-14_59-4,Buy,500,IFA1/IFA2/NEMO/EL,2023-01-25T20:00:00,2023-01-25T21:00:00,2023-01-25T15:20:00,125,222.16,204.7,216.51,500,5905,168,,,40,292,
2023-01-27T11:58:42,,2023_01_27-11_23,2023_01_27-11_23-1,Buy,350,BN/NEMO/IFA2,2023-01-27T15:00:00,2023-01-27T16:00:00,2023-01-27T11:45:00,140,161.82,157.42,159.78,350,3611,,150,,200,,
2023-01-27T11:58:42,,2023_01_27-11_23,2023_01_27-11_23-2,Buy,500,NEMO/IFA2/EL,2023-01-27T16:00:00,2023-01-27T17:00:00,2023-01-27T11:45:00,150,175.67,169.73,173.44,500,4481,,,,400,100,
2023-01-27T11:58:42,,2023_01_27-11_23,2023_01_27-11_23-3,Buy,300,NEMO/IFA2/EL,2023-01-27T17:00:00,2023-01-27T18:00:00,2023-01-27T11:45:00,160,175.89,166.22,169.2,300,2984,,,30,270,,
2023-01-28T19:45:57,,2023_01_28-19_08,2023_01_28-19_08-1,Sell,1000,IFA1/BN/NEMO/IFA2/EL,2023-01-28T23:00:00,2023-01-29T00:00:00,2023-01-28T19:35:00,185,135.21,139.7,137.79,1000,7372,530,,,133,337,
2023-01-28T21:36:34,,2023_01_28-21_05,2023_01_28-21_05-1,Sell,500,IFA1/BN/NEMO/IFA2,2023-01-28T23:00:00,2023-01-29T00:00:00,2023-01-28T21:30:00,185,142.63,146.24,144.26,500,3539,225,,100,175,,
2023-01-29T23:51:47,,2023_01_29-22_35,2023_01_29-22_35-1,Sell,500,BN/NEMO,2023-01-30T04:00:00,2023-01-30T05:00:00,2023-01-29T23:30:00,75,55.77,71.21,61.53,500,1483,,204,296,,,
2023-01-29T23:51:47,,2023_01_29-22_35,2023_01_29-22_35-2,Sell,500,BN/NEMO/IFA1,2023-01-30T05:00:00,2023-01-30T06:00:00,2023-01-29T23:30:00,125,90.16,106.87,95.61,500,3811,101,225,174,,,
2023-01-29T23:51:47,,2023_01_29-22_35,2023_01_29-22_35-3,Buy,700,BN/NEMO/IFA1/IFA2/EL,2023-01-30T07:00:00,2023-01-30T08:00:00,2023-01-29T23:30:00,100,183,174.72,179.54,700,5377,,50,500,50,100,
2023-01-29T23:51:47,,2023_01_29-22_35,2023_01_29-22_35-4,Buy,500,IFA1/IFA2/EL,2023-01-30T08:00:00,2023-01-30T09:00:00,2023-01-29T23:30:00,125,190.85,184.77,188.56,500,3605,338,,,125,37,
2023-01-30T12:03:04,,2023_01_30-11_24,2023_01_30-11_24-1,Buy,300,NEMO,2023-01-30T16:00:00,2023-01-30T17:00:00,2023-01-30T11:50:00,130,0,0,0,0,369,,,,,,
2023-01-31T01:03:16,,2023_01_31-00_08,2023_01_31-00_08-1,Buy,800,NEMO,2023-01-31T05:00:00,2023-01-31T06:00:00,2023-01-31T01:00:00,83.61,0,0,0,0,5097,,,,,,
2023-01-31T01:03:16,,2023_01_31-00_08,2023_01_31-00_08-2,Buy,800,NEMO,2023-01-31T06:00:00,2023-01-31T07:00:00,2023-01-31T01:00:00,109.68,0,0,0,0,5117,,,,,,
2023-01-31T01:03:16,,2023_01_31-00_08,2023_01_31-00_08-3,Buy,800,NEMO,2023-01-31T07:00:00,2023-01-31T08:00:00,2023-01-31T01:00:00,121,0,0,0,0,5102,,,,,,
2023-01-31T01:03:16,,2023_01_31-00_08,2023_01_31-00_08-4,Buy,700,NEMO,2023-01-31T08:00:00,2023-01-31T09:00:00,2023-01-31T01:00:00,126.5,0,0,0,0,3741,,,,,,
2023-01-31T15:39:51,,2023_01_31-14_55,2023_01_31-14_55-1,Buy,800,BN/NEMO,2023-01-31T17:00:00,2023-01-31T18:00:00,2023-01-31T15:20:00,130,228.57,180.13,197.58,791,912,,25,766,,,
2023-01-31T15:39:51,,2023_01_31-14_55,2023_01_31-14_55-2,Buy,200,NEMO,2023-01-31T18:00:00,2023-01-31T19:00:00,2023-01-31T15:20:00,130,188.2,179.23,185.94,200,782,,,200,,,
2023-01-31T22:02:25,,2023_01_31-21_11,2023_01_31-21_11-1,Sell,500,BN/NEMO,2023-02-01T03:00:00,2023-02-01T04:00:00,2023-01-31T21:40:00,80,51.97,62.94,56.09,500,2301,,200,300,,,
2023-01-31T22:02:25,,2023_01_31-21_11,2023_01_31-21_11-2,Sell,300,BN/NEMO,2023-02-01T04:00:00,2023-02-01T05:00:00,2023-01-31T21:40:00,85,63.94,66.51,65.62,300,2011,,200,100,,,
2023-01-31T22:02:25,,2023_01_31-21_11,2023_01_31-21_11-3,Buy,1000,IFA1/NEMO/IFA2/EL,2023-02-01T07:00:00,2023-02-01T08:00:00,2023-01-31T21:40:00,120,177.46,165,172.18,1000,6540,264,,,297,439,
2023-01-31T22:02:25,,2023_01_31-21_11,2023_01_31-21_11-4,Buy,500,IFA1/NEMO/IFA2/EL,2023-02-01T08:00:00,2023-02-01T09:00:00,2023-01-31T21:40:00,125,172,157.13,168.97,500,4808,114,,,135,251,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-1,Sell,1000,IFA1/IFA2/BN/NEMO,2023-02-01T23:00:00,2023-02-02T00:00:00,2023-02-01T20:30:00,125,98.67,115.7,107.06,1000,7030,801,,,199,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-2,Sell,700,IFA1/IFA2/BN/NEMO,2023-02-02T00:00:00,2023-02-02T01:00:00,2023-02-01T20:30:00,124,99.16,107.25,103.17,700,6602,550,,,150,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-3,Sell,800,IFA1/IFA2/BN/NEMO,2023-02-02T01:00:00,2023-02-02T02:00:00,2023-02-01T20:30:00,125,97.52,110.71,104.38,800,6947,602,,,198,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-4,Sell,1300,IFA1/IFA2/BN/NEMO,2023-02-02T02:00:00,2023-02-02T03:00:00,2023-02-01T20:30:00,115,76.27,96.71,86.63,1300,6850,625,,,675,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-5,Sell,1300,IFA1/IFA2/BN/NEMO,2023-02-02T03:00:00,2023-02-02T04:00:00,2023-02-01T20:30:00,110,74.29,93.29,82.29,1300,6308,565,60,250,425,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-6,Sell,1300,IFA1/IFA2/BN/NEMO,2023-02-02T04:00:00,2023-02-02T05:00:00,2023-02-01T20:30:00,120,74.91,90.51,83.97,1300,5815,264,150,315,571,,
2023-02-01T20:57:57,,2023_02_01-19_28,2023_02_01-19_28-7,Sell,1300,IFA1/IFA2/EL/BN/NEMO,2023-02-02T05:00:00,2023-02-02T06:00:00,2023-02-01T20:30:00,135,94.86,111.49,103.38,1300,5676,370,,100,429,401,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-1,Buy,900,IFA1/IFA2/BN/NEMO,2023-02-02T14:00:00,2023-02-02T15:00:00,2023-02-02T10:45:00,150,141.25,137.43,139.4,900,3871,125,172,324,279,,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-2,Buy,600,IFA1/IFA2/BN/NEMO,2023-02-02T15:00:00,2023-02-02T16:00:00,2023-02-02T10:45:00,150,143.55,140.24,141.97,600,7866,100,224,176,100,,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-3,Buy,1200,IFA1/IFA2/EL/BN/NEMO,2023-02-02T16:00:00,2023-02-02T17:00:00,2023-02-02T10:45:00,175,162.59,157.54,160.74,1200,10478,250,50,375,250,275,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-4,Buy,1750,IFA1/IFA2/EL/BN/NEMO,2023-02-02T17:00:00,2023-02-02T18:00:00,2023-02-02T10:45:00,185,177,165,173.83,1750,12350,673,195,199,112,571,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-5,Buy,1300,IFA1/IFA2/EL/BN/NEMO,2023-02-02T18:00:00,2023-02-02T19:00:00,2023-02-02T10:45:00,175,171.34,158,169.04,1300,11638,474,,150,74,602,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-6,Buy,1200,IFA1/IFA2/EL/BN/NEMO,2023-02-02T19:00:00,2023-02-02T20:00:00,2023-02-02T10:45:00,175,164.68,146.84,162.4,1200,11292,299,,150,49,702,
2023-02-02T11:43:51,,2023_02_02-10_00,2023_02_02-10_00-7,Buy,400,IFA1/IFA2/EL/BN/NEMO,2023-02-02T20:00:00,2023-02-02T21:00:00,2023-02-02T10:45:00,150,142.15,136.64,141.23,400,8348,25,,74,,301,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-1,Sell,900,IFA1/IFA2/BN/NEMO/EL,2023-02-03T23:00:00,2023-02-04T00:00:00,2023-02-03T19:40:00,160,107.89,122.2,115.26,900,9062,140,175,30,525,30,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-2,Sell,1200,IFA1/IFA2/BN/NEMO/EL,2023-02-04T00:00:00,2023-02-04T01:00:00,2023-02-03T19:40:00,160,100.52,120.6,110.19,1200,9743,295,300,60,500,45,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-3,Sell,1700,IFA1/IFA2/BN/NEMO/EL,2023-02-04T01:00:00,2023-02-04T02:00:00,2023-02-03T19:40:00,160,93.1,112.57,101.03,1700,9812,190,450,425,500,135,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-4,Sell,1800,IFA1/IFA2/BN/NEMO/EL,2023-02-04T02:00:00,2023-02-04T03:00:00,2023-02-03T19:40:00,150,84.3,97.41,87.93,1800,9662,340,325,705,400,30,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-5,Sell,2000,IFA1/IFA2/BN/NEMO/EL,2023-02-04T03:00:00,2023-02-04T04:00:00,2023-02-03T19:40:00,150,84.07,99.21,88.51,2000,9652,245,655,780,290,30,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-6,Sell,1600,IFA1/IFA2/BN/NEMO/EL,2023-02-04T04:00:00,2023-02-04T05:00:00,2023-02-03T19:40:00,150,87.96,103.89,92.57,1600,9485,215,490,540,325,30,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-7,Sell,1500,IFA1/IFA2/BN/NEMO/EL,2023-02-04T05:00:00,2023-02-04T06:00:00,2023-02-03T19:40:00,150,100.14,113.9,105.08,1500,8905,150,670,25,625,30,
2023-02-03T19:50:40,,2023_02_03-19_00,2023_02_03-19_00-8,Sell,900,IFA1/IFA2/BN/NEMO/EL,2023-02-04T06:00:00,2023-02-04T07:00:00,2023-02-03T19:40:00,160,112.59,124.18,115.87,900,8276,320,75,50,425,30,
2023-02-04T14:14:49,,2023_02_04-13_26,2023_02_04-13_26-1,Buy,1500,IFA1/IFA2/BN/NEMO,2023-02-04T16:00:00,2023-02-04T17:00:00,2023-02-04T14:00:00,130,172.78,157.92,167.31,1500,2302,545,400,224,331,,
2023-02-04T14:14:49,,2023_02_04-13_26,2023_02_04-13_26-2,Buy,500,IFA1/IFA2/BN,2023-02-04T17:00:00,2023-02-04T18:00:00,2023-02-04T14:00:00,150,187,168.92,176.69,500,658,197,191,,112,,
2023-02-04T14:14:49,,2023_02_04-13_26,2023_02_04-13_26-3,Buy,500,IFA1/IFA2/BN,2023-02-04T18:00:00,2023-02-04T19:00:00,2023-02-04T14:00:00,140,184.1,169.83,175.6,500,767,325,130,,45,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-1,Sell,500,IFA1/IFA2/BN/NEMO,2023-02-04T23:00:00,2023-02-05T00:00:00,2023-02-04T20:55:00,165,117.37,127.29,121.78,500,6753,226,,150,124,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-2,Sell,900,IFA1/IFA2/BN/NEMO,2023-02-05T00:00:00,2023-02-05T01:00:00,2023-02-04T20:55:00,165,113.44,121.95,117.87,900,7686,423,125,150,202,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-3,Sell,800,IFA1/IFA2/BN/NEMO,2023-02-05T01:00:00,2023-02-05T02:00:00,2023-02-04T20:55:00,155,110.64,121.23,113.82,800,7621,325,125,150,200,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-4,Sell,1100,IFA1/IFA2/BN/NEMO,2023-02-05T02:00:00,2023-02-05T03:00:00,2023-02-04T20:55:00,145,103.76,110.63,106.3,1100,7771,625,176,190,109,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-5,Sell,800,IFA1/IFA2/BN/NEMO,2023-02-05T03:00:00,2023-02-05T04:00:00,2023-02-04T20:55:00,135,95.09,104,98.27,800,7315,450,307,15,28,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-6,Sell,500,IFA1/IFA2/BN/NEMO,2023-02-05T04:00:00,2023-02-05T05:00:00,2023-02-04T20:55:00,135,90.7,93.28,92.04,500,6382,260,125,,115,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-7,Sell,700,IFA1/IFA2/BN/NEMO/EL,2023-02-05T05:00:00,2023-02-05T06:00:00,2023-02-04T20:55:00,135,89.95,93.93,91.95,700,6921,560,,,140,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-8,Sell,800,IFA1/IFA2/BN/NEMO/EL,2023-02-05T06:00:00,2023-02-05T07:00:00,2023-02-04T20:55:00,145,92.27,97.19,94.1,800,7359,660,,,140,,
2023-02-04T21:06:39,,2023_02_04-20_21,2023_02_04-20_21-9,Sell,400,IFA1/IFA2/BN/NEMO/EL,2023-02-05T07:00:00,2023-02-05T08:00:00,2023-02-04T20:55:00,150,99.16,102.31,100.76,400,5482,225,,15,160,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-1,Sell,500,IFA1/IFA2/BN/NEMO,2023-02-05T02:00:00,2023-02-05T03:00:00,2023-02-05T00:25:00,145,85.94,88.75,87.45,500,4870,380,100,,20,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-2,Sell,500,IFA1/IFA2/BN/NEMO,2023-02-05T03:00:00,2023-02-05T04:00:00,2023-02-05T00:25:00,135,83,87,85.07,500,5544,294,186,,20,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-3,Sell,500,IFA1/IFA2/BN/NEMO,2023-02-05T04:00:00,2023-02-05T05:00:00,2023-02-05T00:25:00,135,85.11,87.68,85.9,500,5687,380,100,,20,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-4,Sell,800,IFA1/IFA2/BN/NEMO/EL,2023-02-05T05:00:00,2023-02-05T06:00:00,2023-02-05T00:25:00,135,83,87.16,85.16,800,6711,421,115,60,204,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-5,Sell,700,IFA1/IFA2/BN/NEMO/EL,2023-02-05T06:00:00,2023-02-05T07:00:00,2023-02-05T00:25:00,145,86.61,91.98,88.65,700,6866,315,120,60,205,,
2023-02-05T00:37:50,,2023_02_04-23_52,2023_02_04-23_52-6,Sell,400,IFA1/IFA2/BN/NEMO/EL,2023-02-05T07:00:00,2023-02-05T08:00:00,2023-02-05T00:25:00,150,94.37,97.31,96.22,400,5760,310,,45,45,,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-1,Buy,400,IFA1/IFA2/BN/NEMO,2023-02-06T02:00:00,2023-02-06T03:00:00,2023-02-05T22:00:00,110,146,129.68,139.34,400,694,181,,189,30,,
2023-02-05T22:51:12,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France.",2023_02_05-21_10,2023_02_05-21_10-2,Buy,400,IFA1/IFA2/BN/NEMO,2023-02-06T03:00:00,2023-02-06T04:00:00,2023-02-05T22:00:00,110,166.5,132,146.15,310,1044,,62,248,,,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-3,Buy,1000,IFA1/IFA2/BN/NEMO,2023-02-06T04:00:00,2023-02-06T05:00:00,2023-02-05T22:00:00,110,146.73,134.32,142.39,1000,2219,505,50,396,49,,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-4,Buy,1500,IFA1/IFA2/BN/NEMO/EL,2023-02-06T05:00:00,2023-02-06T06:00:00,2023-02-05T22:00:00,130,178.53,165.17,174.35,1500,5537,783,175,310,133,99,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-5,Buy,785,IFA1/IFA2/BN/NEMO/EL,2023-02-06T06:00:00,2023-02-06T07:00:00,2023-02-05T22:00:00,150,195,184.48,191.56,785,6032,463,,23,200,99,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-6,Buy,1985,IFA1/IFA2/BN/NEMO/EL,2023-02-06T07:00:00,2023-02-06T08:00:00,2023-02-05T22:00:00,160,217.78,202,211.4,1985,8173,803,80,304,568,230,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-7,Buy,1085,IFA1/IFA2/BN/NEMO/EL,2023-02-06T08:00:00,2023-02-06T09:00:00,2023-02-05T22:00:00,160,198,187.46,194.23,1085,6551,449,50,93,194,299,
2023-02-05T22:51:12,,2023_02_05-21_10,2023_02_05-21_10-8,Buy,485,IFA1/IFA2/BN/NEMO/EL,2023-02-06T09:00:00,2023-02-06T10:00:00,2023-02-05T22:00:00,150,182.87,177.68,180.15,485,6156,208,,30,148,99,
2023-02-05T23:51:37,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_02_05-23_06,2023_02_05-23_06-1,Buy,715,IFA1/IFA2/BN/NEMO/EL,2023-02-06T06:00:00,2023-02-06T07:00:00,2023-02-05T23:40:00,150,195,191.07,192.92,715,6147,125,270,195,,125,
2023-02-05T23:51:37,,2023_02_05-23_06,2023_02_05-23_06-2,Buy,715,IFA1/IFA2/BN/NEMO/EL,2023-02-06T07:00:00,2023-02-06T08:00:00,2023-02-05T23:40:00,160,211.43,207.72,209.59,715,7319,330,50,130,56,149,
2023-02-05T23:51:37,,2023_02_05-23_06,2023_02_05-23_06-3,Buy,715,IFA1/IFA2/BN/NEMO/EL,2023-02-06T08:00:00,2023-02-06T09:00:00,2023-02-05T23:40:00,160,198.79,191.66,195.4,715,7296,120,188,160,198,49,
2023-02-05T23:51:37,,2023_02_05-23_06,2023_02_05-23_06-4,Buy,715,IFA1/IFA2/BN/NEMO/EL,2023-02-06T09:00:00,2023-02-06T10:00:00,2023-02-05T23:40:00,150,185,181,183.17,715,6595,50,,248,248,169,
2023-02-06T05:59:56,,2023_02_06-05_04,2023_02_06-05_04-1,Buy,1600,IFA1/IFA2/BN/NEMO/EL,2023-02-06T10:00:00,2023-02-06T11:00:00,2023-02-06T05:40:00,130,181,159,175.55,1600,2595,398,50,427,399,326,
2023-02-06T05:59:56,,2023_02_06-05_04,2023_02_06-05_04-2,Buy,700,IFA1/IFA2/BN/NEMO/EL,2023-02-06T11:00:00,2023-02-06T12:00:00,2023-02-06T05:40:00,120,164.48,155.11,159.85,700,4469,350,,250,50,50,
2023-02-06T21:41:06,,2023_02_06-20_19,2023_02_06-20_19-1,Buy,200,BN/NEMO,2023-02-06T23:00:00,2023-02-07T00:00:00,2023-02-06T21:20:00,100,141,136.1,138.17,200,1546,,125,75,,,
2023-02-06T21:41:06,,2023_02_06-20_19,2023_02_06-20_19-2,Buy,500,BN/NEMO,2023-02-07T00:00:00,2023-02-07T01:00:00,2023-02-06T21:20:00,100,198,133.76,175.3,500,1566,,500,,,,
2023-02-06T21:41:06,,2023_02_06-20_19,2023_02_06-20_19-3,Buy,600,BN/NEMO,2023-02-07T01:00:00,2023-02-07T02:00:00,2023-02-06T21:20:00,100,165.23,133.2,151.51,600,1560,,546,54,,,
2023-02-06T21:41:06,,2023_02_06-20_19,2023_02_06-20_19-4,Buy,0,BN/NEMO,2023-02-07T02:00:00,2023-02-07T03:00:00,2023-02-06T21:20:00,100,0,0,0,0,1332,,,,,,
2023-02-06T21:41:06,,2023_02_06-20_19,2023_02_06-20_19-5,Buy,0,BN/NEMO,2023-02-07T03:00:00,2023-02-07T04:00:00,2023-02-06T21:20:00,100,0,0,0,0,1442,,,,,,
