Published DateTime,Notes,Auction ID,Auction Lot ID,Buy Sell,Volume Required,Qualified IC,Start Time,End Time,Bid Deadline,Default Price,Clearing Price,Best Price,VWA Price,Cleared Volume,Total Bid Volume,IFA1 Volume,BN Volume,NEMO Volume,IFA2 Volume,EL Volume,VKL Volume
2023-01-01T03:51:21,,2023_01_01-03_06,2023_01_01-03_06-1,Sell,3700,BN/NEMO,2023-01-01T07:00:00,2023-01-01T08:00:00,2023-01-01T03:35:00,8.53,-95.35,-26.61,-56.61,3247,4450,,1811,1436,,,
2023-01-01T03:51:21,,2023_01_01-03_06,2023_01_01-03_06-2,Sell,2900,BN/NEMO,2023-01-01T08:00:00,2023-01-01T09:00:00,2023-01-01T03:35:00,36.79,-84,-21.73,-48.12,2900,4168,,1464,1436,,,
2023-01-01T03:51:21,,2023_01_01-03_06,2023_01_01-03_06-3,Sell,1800,BN/NEMO,2023-01-01T09:00:00,2023-01-01T10:00:00,2023-01-01T03:35:00,97.06,-34.33,-13.3,-27.7,1800,5648,,862,938,,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-1,Sell,1200,BN/NEMO/IFA1/IFA2,2023-01-02T23:00:00,2023-01-03T00:00:00,2023-01-02T21:35:00,185,84,92.75,87.88,1200,4398,417,405,180,198,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-2,Sell,1200,BN/NEMO/IFA1/IFA2,2023-01-03T00:00:00,2023-01-03T01:00:00,2023-01-02T21:35:00,170,84,92.75,88.54,1200,4015,350,366,251,233,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-3,Sell,1500,BN/NEMO/IFA1/IFA2,2023-01-03T01:00:00,2023-01-03T02:00:00,2023-01-02T21:35:00,165,82.51,90.93,87.36,1500,4011,441,431,281,347,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-4,Sell,1800,BN/NEMO/IFA1/IFA2,2023-01-03T02:00:00,2023-01-03T03:00:00,2023-01-02T21:35:00,115,82.53,91.89,87.21,1800,4391,558,481,361,400,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-5,Sell,1300,BN/NEMO/IFA1/IFA2,2023-01-03T03:00:00,2023-01-03T04:00:00,2023-01-02T21:35:00,100,81.36,90.03,85.85,1300,3931,408,331,361,200,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-6,Sell,1200,BN/NEMO/IFA1/IFA2,2023-01-03T04:00:00,2023-01-03T05:00:00,2023-01-02T21:35:00,110,90.29,96.57,93.21,1200,3150,200,464,281,255,,
2023-01-02T21:45:13,,2023_01_02-21_06,2023_01_02-21_06-7,Sell,200,BN/NEMO/IFA1/IFA2/EL,2023-01-03T05:00:00,2023-01-03T06:00:00,2023-01-02T21:35:00,130,109.24,113.26,111.33,200,1862,,,100,100,,
2023-01-03T17:35:15,,2023_01_03-16_12,2023_01_03-16_12-1,Sell,400,IFA1/IFA2/BN/NEMO,2023-01-03T20:00:00,2023-01-03T21:00:00,2023-01-03T17:15:00,119.67,105.56,108.13,106.86,400,4005,,298,102,,,
2023-01-03T17:35:15,,2023_01_03-16_12,2023_01_03-16_12-2,Sell,1950,IFA1/IFA2/BN/NEMO,2023-01-03T21:00:00,2023-01-03T22:00:00,2023-01-03T17:15:00,93.79,79,91.82,84.29,1950,5040,426,433,693,398,,
2023-01-03T17:35:15,,2023_01_03-16_12,2023_01_03-16_12-3,Sell,2650,IFA1/IFA2/BN/NEMO,2023-01-03T22:00:00,2023-01-03T23:00:00,2023-01-03T17:15:00,70.9,-58,67,-18.67,2650,3515,229,661,975,785,,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-1,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-03T23:00:00,2023-01-04T00:00:00,2023-01-03T20:40:00,80,-64,23.72,-23.22,4000,7189,1064,1168,1332,436,,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-2,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-04T00:00:00,2023-01-04T01:00:00,2023-01-03T20:40:00,70,-66.24,21,-30.97,4000,7197,1064,1299,1201,436,,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-3,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-04T01:00:00,2023-01-04T02:00:00,2023-01-03T20:40:00,50,-78.94,12,-43.4,3999,7395,887,1309,1190,613,,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-4,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-04T02:00:00,2023-01-04T03:00:00,2023-01-03T20:40:00,30,-95.95,-25.93,-57.1,4000,6579,1048,1429,1071,452,,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-5,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-04T03:00:00,2023-01-04T04:00:00,2023-01-03T20:40:00,25,-98,-25.93,-58.07,3999,6371,1052,1379,1120,448,,
2023-01-03T21:04:06,,2023_01_03-20_04,2023_01_03-20_04-6,Sell,4000,IFA1/BN/NEMO/IFA2,2023-01-04T04:00:00,2023-01-04T05:00:00,2023-01-03T20:40:00,30,-95.49,-25.76,-57.56,4000,5961,886,1166,1345,603,,
2023-01-03T21:04:06,,2023_01_03-20_04,2023_01_03-20_04-7,Sell,3100,IFA1/BN/NEMO/IFA2/EL,2023-01-04T05:00:00,2023-01-04T06:00:00,2023-01-03T20:40:00,55,-43.45,37.54,-11.52,3100,6132,550,740,1065,411,334,
2023-01-03T21:04:06,,2023_01_03-20_04,2023_01_03-20_04-8,Sell,2500,IFA1/BN/NEMO/IFA2/EL,2023-01-04T06:00:00,2023-01-04T07:00:00,2023-01-03T20:40:00,105,5.12,66.74,25.11,2500,7615,766,515,350,458,411,
2023-01-03T21:04:06,"Due to French electricity system conditions, NGESO is unable to trade on the interconnectors joining GB and France. For more information, see this link to French margin graph: https://www.services-rte.com/en/view-data-published-by-rte/balancing-capacities.html#:~:text=RTE%20proposes%20on%20this%20web,best%20hypothesis%20at%20our%20disposal",2023_01_03-20_04,2023_01_03-20_04-9,Sell,2700,IFA1/BN/NEMO/IFA2/EL,2023-01-04T07:00:00,2023-01-04T08:00:00,2023-01-03T20:40:00,140,40,93.16,71.74,2700,11365,110,520,280,573,1217,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-1,Sell,1850,IFA1/BN/NEMO/IFA2,2023-01-04T23:00:00,2023-01-05T00:00:00,2023-01-04T20:15:00,82.15,-2.33,37.7,13.51,1850,8303,,91,667,1092,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-2,Sell,2150,IFA1/BN/NEMO/IFA2,2023-01-05T00:00:00,2023-01-05T01:00:00,2023-01-04T20:15:00,94.27,-6.55,32.32,7.11,2150,8588,,127,907,1116,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-3,Sell,1600,IFA1/BN/NEMO/IFA2,2023-01-05T01:00:00,2023-01-05T02:00:00,2023-01-04T20:15:00,91.01,-5.08,40.4,13.53,1600,8170,,88,395,1117,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-4,Sell,1550,IFA1/BN/NEMO/IFA2,2023-01-05T02:00:00,2023-01-05T03:00:00,2023-01-04T20:15:00,84.1,-6.6,14.62,0.91,1550,8624,,100,667,783,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-5,Sell,2000,IFA1/BN/NEMO/IFA2,2023-01-05T03:00:00,2023-01-05T04:00:00,2023-01-04T20:15:00,92.84,-7.1,14.24,0.68,2000,8541,,100,939,961,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-6,Sell,2550,IFA1/BN/NEMO/IFA2,2023-01-05T04:00:00,2023-01-05T05:00:00,2023-01-04T20:15:00,104.5,-9.51,37.88,7.95,2550,8516,,453,1000,1097,,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-7,Sell,2600,IFA1/BN/NEMO/IFA2/EL,2023-01-05T05:00:00,2023-01-05T06:00:00,2023-01-04T20:15:00,121.55,26.48,70.13,43.64,2600,9244,,233,270,1053,1044,
2023-01-04T20:32:14,,2023_01_04-19_21,2023_01_04-19_21-8,Sell,800,IFA1/BN/NEMO/IFA2/EL,2023-01-05T06:00:00,2023-01-05T07:00:00,2023-01-04T20:15:00,170.3,102.2,118.9,107.75,800,8063,,50,,221,529,
2023-01-04T23:56:37,,2023_01_04-23_21,2023_01_04-23_21-1,Buy,450,BN,2023-01-05T07:00:00,2023-01-05T08:00:00,2023-01-04T23:45:00,110.91,284.82,167.81,235.09,450,2965,,450,,,,
2023-01-05T14:00:14,,2023_01_05-13_20,2023_01_05-13_20-1,Buy,500,IFA2/NEMO/BN,2023-01-05T16:00:00,2023-01-05T17:00:00,2023-01-05T13:50:00,125,165.11,121.02,145.81,500,2719,,,352,148,,
2023-01-05T14:00:14,,2023_01_05-13_20,2023_01_05-13_20-2,Buy,500,IFA2/NEMO/BN,2023-01-05T17:00:00,2023-01-05T18:00:00,2023-01-05T13:50:00,125,168.23,161.62,165.23,500,4211,,50,215,235,,
2023-01-05T17:53:31,,2023_01_05-17_14,2023_01_05-17_14-1,Sell,500,IFA2/BN/NEMO,2023-01-05T21:00:00,2023-01-05T22:00:00,2023-01-05T17:40:00,150,100.26,104,102.29,500,3068,,303,197,,,
2023-01-05T17:53:31,,2023_01_05-17_14,2023_01_05-17_14-2,Sell,800,IFA2/BN/NEMO,2023-01-05T22:00:00,2023-01-05T23:00:00,2023-01-05T17:40:00,120,78.24,86,81.74,800,2370,,271,379,150,,
2023-01-05T22:32:44,,2023_01_05-21_18,2023_01_05-21_18-1,Sell,400,BN/NEMO,2023-01-06T00:00:00,2023-01-06T01:00:00,2023-01-05T22:15:00,100,87.75,91.87,90.7,400,2058,,298,102,,,
2023-01-05T22:32:44,,2023_01_05-21_18,2023_01_05-21_18-2,Sell,400,BN/NEMO,2023-01-06T01:00:00,2023-01-06T02:00:00,2023-01-05T22:15:00,75,84.22,86.72,85.93,400,1852,,283,117,,,
2023-01-05T22:32:44,,2023_01_05-21_18,2023_01_05-21_18-3,Sell,1200,BN/NEMO,2023-01-06T03:00:00,2023-01-06T04:00:00,2023-01-05T22:15:00,75,38.18,63.27,51.41,1200,2189,,799,401,,,
2023-01-05T22:32:44,,2023_01_05-21_18,2023_01_05-21_18-4,Sell,950,BN/NEMO,2023-01-06T04:00:00,2023-01-06T05:00:00,2023-01-05T22:15:00,75,31,70.82,51.44,950,1952,,774,176,,,
2023-01-06T00:12:02,,2023_01_05-23_25,2023_01_05-23_25-1,Sell,700,BN/NEMO/IFA2/EL,2023-01-06T05:00:00,2023-01-06T06:00:00,2023-01-06T00:00:00,100,79.75,83.1,81.12,700,3371,,161,239,53,247,
2023-01-06T00:12:02,,2023_01_05-23_25,2023_01_05-23_25-2,Sell,400,BN/NEMO/IFA2/EL,2023-01-06T06:00:00,2023-01-06T07:00:00,2023-01-06T00:00:00,125,97.34,98.6,98.09,400,4267,,200,2,,198,
2023-01-06T18:23:02,,2023_01_06-17_33,2023_01_06-17_33-1,Sell,400,BN/NEMO/IFA2,2023-01-06T21:00:00,2023-01-06T22:00:00,2023-01-06T18:05:00,150,94.39,97.89,96.17,400,4174,,70,255,75,,
2023-01-06T18:23:02,,2023_01_06-17_33,2023_01_06-17_33-2,Sell,1800,BN/NEMO/IFA2,2023-01-06T22:00:00,2023-01-06T23:00:00,2023-01-06T18:05:00,120,72.87,87.67,78.06,1800,4259,,621,505,674,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-1,Sell,2900,IFA2/BN/NEMO,2023-01-06T23:00:00,2023-01-07T00:00:00,2023-01-06T20:45:00,100,-17.52,64.6,9.49,2900,6383,,774,1198,928,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-2,Sell,3350,IFA2/BN/NEMO,2023-01-07T00:00:00,2023-01-07T01:00:00,2023-01-06T20:45:00,95,-64.49,32.37,-30.75,3350,5348,,1247,1151,952,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-3,Sell,3100,IFA2/BN/NEMO,2023-01-07T01:00:00,2023-01-07T02:00:00,2023-01-06T20:45:00,85,-64.49,34.07,-31.95,3100,5961,,986,1108,1006,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-4,Sell,2900,IFA2/BN/NEMO,2023-01-07T02:00:00,2023-01-07T03:00:00,2023-01-06T20:45:00,75,-72,36.3,-39.06,2708,5706,,799,874,1035,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-5,Sell,2900,IFA2/BN/NEMO,2023-01-07T03:00:00,2023-01-07T04:00:00,2023-01-06T20:45:00,70,-74,3.22,-46.52,2718,5092,,678,1014,1026,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-6,Sell,3100,IFA2/BN/NEMO,2023-01-07T04:00:00,2023-01-07T05:00:00,2023-01-06T20:45:00,70,-74,0,-45.41,2891,5594,,931,1055,905,,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-7,Sell,3300,IFA2/BN/NEMO/EL,2023-01-07T05:00:00,2023-01-07T06:00:00,2023-01-06T20:45:00,75,-52.02,52.3,-24.57,3300,5460,,827,637,919,917,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-8,Sell,3850,IFA2/BN/NEMO/EL,2023-01-07T06:00:00,2023-01-07T07:00:00,2023-01-06T20:45:00,90,-49.9,64.2,-10.65,3850,5950,,970,885,1019,976,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-9,Sell,2800,IFA2/BN/NEMO/EL,2023-01-07T07:00:00,2023-01-07T08:00:00,2023-01-06T20:45:00,90,4,68.9,40.4,2800,6984,,835,230,1071,564,
2023-01-06T21:16:56,,2023_01_06-20_02,2023_01_06-20_02-10,Sell,900,IFA2/BN/NEMO/EL,2023-01-07T08:00:00,2023-01-07T09:00:00,2023-01-06T20:45:00,150,70.62,84.6,77.1,900,6033,,405,,95,400,
2023-01-06T22:49:01,,2023_01_06-22_08,2023_01_06-22_08-1,Sell,900,IFA2/BN/NEMO/EL,2023-01-07T08:00:00,2023-01-07T09:00:00,2022-01-06T22:35:00,150,49.19,69,58.6,900,4786,,300,,400,200,
2023-01-07T00:24:57,,2023_01_06-23_55,2023_01_06-23_55-1,Sell,500,IFA2/BN/NEMO/EL,2023-01-07T07:00:00,2023-01-07T08:00:00,2023-01-07T00:20:00,90,24.06,40.14,32.89,500,3851,,,6,344,150,
2023-01-07T18:03:35,,2023_01_07-17_11,2023_01_07-17_11-1,Sell,1000,IFA1/IFA2/BN/NEMO,2023-01-07T20:00:00,2023-01-07T21:00:00,2023-01-07T17:45:00,90,31.33,41.56,36.64,1000,7174,300,348,152,200,,
2023-01-07T18:03:35,,2023_01_07-17_11,2023_01_07-17_11-2,Sell,1500,IFA1/IFA2/BN/NEMO,2023-01-07T21:00:00,2023-01-07T22:00:00,2023-01-07T17:45:00,80,9.46,27,14.96,1500,5866,302,906,292,,,
2023-01-07T18:03:35,,2023_01_07-17_11,2023_01_07-17_11-3,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-07T22:00:00,2023-01-07T23:00:00,2023-01-07T17:45:00,70,-5,11,0.94,2000,4716,302,1192,406,100,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-1,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-07T23:00:00,2023-01-08T00:00:00,2023-01-07T20:50:00,40,-36.97,-10.88,-25.63,2000,5749,307,553,887,253,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-2,Sell,1900,IFA1/IFA2/BN/NEMO,2023-01-08T00:00:00,2023-01-08T01:00:00,2023-01-07T20:50:00,40,-38.84,-16.41,-27.57,1900,5497,353,598,747,202,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-3,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-08T01:00:00,2023-01-08T02:00:00,2023-01-07T20:50:00,40,-44,-18.02,-29.01,2000,5335,351,631,741,277,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-4,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-08T02:00:00,2023-01-08T03:00:00,2023-01-07T20:50:00,30,-51.75,-14.25,-37.95,2000,4423,346,555,847,252,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-5,Sell,2400,IFA1/IFA2/BN/NEMO,2023-01-08T03:00:00,2023-01-08T04:00:00,2023-01-07T20:50:00,30,-87.96,-22.11,-61.33,2116,3968,132,828,900,256,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-6,Sell,2250,IFA1/IFA2/BN/NEMO,2023-01-08T04:00:00,2023-01-08T05:00:00,2023-01-07T20:50:00,20,-88.11,-34.71,-62.08,1875,3952,42,746,850,237,,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-7,Sell,2000,IFA1/IFA2/BN/NEMO/EL,2023-01-08T05:00:00,2023-01-08T06:00:00,2023-01-07T20:50:00,20,-56.03,-15.46,-38.28,2000,3855,294,455,355,438,458,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-8,Sell,3000,IFA1/IFA2/BN/NEMO/EL,2023-01-08T06:00:00,2023-01-08T07:00:00,2023-01-07T20:50:00,40,-67,-14.6,-38.38,3000,4792,648,695,495,469,693,
2023-01-07T21:07:12,,2023_01_07-20_10,2023_01_07-20_10-9,Sell,1000,IFA1/IFA2/BN/NEMO/EL,2023-01-08T07:00:00,2023-01-08T08:00:00,2023-01-07T20:50:00,40,24.52,33.16,28.58,1000,5762,291,528,,181,,
2023-01-08T09:34:28,,2023_01_08-08_57,2023_01_08-08_57-1,Sell,500,IFA1/IFA2/BN/NEMO,2023-01-08T11:00:00,2023-01-08T12:00:00,2023-01-08T09:25:00,100,79.34,82.87,81.78,500,5331,300,,200,,,
2023-01-08T09:34:28,,2023_01_08-08_57,2023_01_08-08_57-2,Sell,500,IFA1/IFA2/BN/NEMO,2023-01-08T12:00:00,2023-01-08T13:00:00,2023-01-08T09:25:00,120,80.52,82.87,81.96,500,5567,224,,276,,,
2023-01-08T18:04:55,,2023_01_08-17_24,2023_01_08-17_24-1,Sell,300,IFA1/IFA2/BN/NEMO,2023-01-08T22:00:00,2023-01-08T23:00:00,2023-01-08T18:00:00,90,84.65,85.17,84.82,300,2503,300,,,,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-1,Sell,1600,IFA1/IFA2/BN/NEMO,2023-01-08T23:00:00,2023-01-09T00:00:00,2023-01-08T20:30:00,90,50.9,70.13,57.58,1600,8203,455,202,565,378,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-2,Sell,1300,IFA1/IFA2/BN/NEMO,2023-01-09T00:00:00,2023-01-09T01:00:00,2023-01-08T20:30:00,85,44.39,60.72,49.24,1300,7862,448,150,452,250,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-3,Sell,900,IFA1/IFA2/BN/NEMO,2023-01-09T01:00:00,2023-01-09T02:00:00,2023-01-08T20:30:00,80,43.79,57.13,47.29,900,7943,300,75,249,276,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-4,Sell,1300,IFA1/IFA2/BN/NEMO,2023-01-09T02:00:00,2023-01-09T03:00:00,2023-01-08T20:30:00,65,23.18,38.87,27.45,1300,8088,351,125,599,225,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-5,Sell,2200,IFA1/IFA2/BN/NEMO,2023-01-09T03:00:00,2023-01-09T04:00:00,2023-01-08T20:30:00,65,11.8,35.83,19.69,2200,8365,731,763,251,455,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-6,Sell,2500,IFA1/IFA2/BN/NEMO,2023-01-09T04:00:00,2023-01-09T05:00:00,2023-01-08T20:30:00,75,16.78,43.21,27.82,2500,7615,925,934,428,213,,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-7,Sell,2600,IFA1/IFA2/BN/NEMO/EL,2023-01-09T05:00:00,2023-01-09T06:00:00,2023-01-08T20:30:00,110,47.12,78.99,60.65,2600,7726,785,792,720,202,101,
2023-01-08T20:43:54,,2023_01_08-19_38,2023_01_08-19_38-8,Sell,800,IFA1/IFA2/BN/NEMO/EL,2023-01-09T06:00:00,2023-01-09T07:00:00,2023-01-08T20:30:00,140,130.1,144.68,136.15,800,7602,150,151,50,348,101,
2023-01-09T00:57:59,,2023_01_09-00_20,2023_01_09-00_20-1,Sell,500,IFA1/IFA2/BN/NEMO/EL,2023-01-09T05:00:00,2023-01-09T06:00:00,2023-01-09T00:45:00,110,42,47.62,45.3,500,5006,200,150,,150,,
2023-01-09T00:57:59,,2023_01_09-00_20,2023_01_09-00_20-2,Sell,500,IFA1/IFA2/BN/NEMO/EL,2023-01-09T07:00:00,2023-01-09T08:00:00,2023-01-09T00:45:00,160,121.87,128,124.26,500,6279,,375,,,125,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-1,Sell,600,IFA1/BN/NEMO/IFA2,2023-01-09T22:00:00,2023-01-09T23:00:00,2023-01-09T20:05:00,115,92.05,97.25,94.54,600,3619,100,400,,100,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-2,Sell,200,IFA1/BN/NEMO/IFA2,2023-01-09T23:00:00,2023-01-10T00:00:00,2023-01-09T20:05:00,110,94.79,95.53,95.16,200,5110,,100,100,,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-3,Sell,1000,IFA1/BN/NEMO/IFA2,2023-01-10T00:00:00,2023-01-10T01:00:00,2023-01-09T20:05:00,105,79.18,87.77,82.13,1000,8630,100,504,171,225,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-4,Sell,1500,IFA1/BN/NEMO/IFA2,2023-01-10T01:00:00,2023-01-10T02:00:00,2023-01-09T20:05:00,105,77.13,90.24,80.11,1500,9256,200,653,322,325,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-5,Sell,1600,IFA1/BN/NEMO/IFA2,2023-01-10T02:00:00,2023-01-10T03:00:00,2023-01-09T20:05:00,100,73.85,84.04,76.75,1600,9313,300,416,321,563,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-6,Sell,2200,IFA1/BN/NEMO/IFA2,2023-01-10T03:00:00,2023-01-10T04:00:00,2023-01-09T20:05:00,105,73.61,84.19,77.81,2200,9238,600,724,322,554,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-7,Sell,2300,IFA1/BN/NEMO/IFA2,2023-01-10T04:00:00,2023-01-10T05:00:00,2023-01-09T20:05:00,110,77.95,95.27,83.77,2300,9362,698,716,372,514,,
2023-01-09T20:19:22,,2023_01_09-19_15,2023_01_09-19_15-8,Sell,700,IFA1/BN/NEMO/IFA2,2023-01-10T05:00:00,2023-01-10T06:00:00,2023-01-09T20:05:00,140,112.1,117.82,113.96,700,6540,200,380,45,75,,
2023-01-09T23:58:58,,2023_01_09-23_27,2023_01_09-23_27-1,Sell,500,IFA1/BN/NEMO/IFA2/EL,2023-01-10T05:00:00,2023-01-10T06:00:00,2023-01-09T23:50:00,140,121.5,123.85,122.53,500,4087,103,,45,151,201,
2023-01-10T09:48:23,,2023_01_10-08_56,2023_01_10-08_56-1,Buy,300,NEMO/IFA2/EL,2023-01-10T15:00:00,2023-01-10T16:00:00,2023-01-10T09:30:00,105,151,133.26,143.16,300,1742,,,49,127,124,
2023-01-10T19:27:32,,2023_01_10-18_59,2023_01_10-18_59-1,Sell,1000,IFA1/IFA2/BN/NEMO,2023-01-10T21:00:00,2023-01-10T22:00:00,2023-01-10T19:20:00,100,52.17,62.38,56.24,1000,4741,443,405,51,101,,
2023-01-10T19:27:32,,2023_01_10-18_59,2023_01_10-18_59-2,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-10T22:00:00,2023-01-10T23:00:00,2023-01-10T19:20:00,80,-8.74,25,7.1,2000,4178,506,763,326,405,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-1,Sell,3200,IFA1/IFA2/BN/NEMO,2023-01-10T23:00:00,2023-01-11T00:00:00,2023-01-10T20:20:00,50,-36.22,-18.52,-29.43,3200,7927,1025,624,1061,490,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-2,Sell,2300,IFA1/IFA2/BN/NEMO,2023-01-11T00:00:00,2023-01-11T01:00:00,2023-01-10T20:20:00,50,-29.15,-18,-23.95,2300,8016,820,644,513,323,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-3,Sell,2000,IFA1/IFA2/BN/NEMO,2023-01-11T01:00:00,2023-01-11T02:00:00,2023-01-10T20:20:00,50,-25.7,-10.98,-20.89,2000,8273,693,559,447,301,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-4,Sell,1700,IFA1/IFA2/BN/NEMO,2023-01-11T02:00:00,2023-01-11T03:00:00,2023-01-10T20:20:00,40,-27,-15.74,-21.31,1700,7479,538,555,502,105,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-5,Sell,1700,IFA1/IFA2/BN/NEMO,2023-01-11T03:00:00,2023-01-11T04:00:00,2023-01-10T20:20:00,40,-31.24,-16.28,-24.42,1700,5871,350,681,669,,,
2023-01-10T20:39:23,,2023_01_10-19_39,2023_01_10-19_39-6,Sell,1300,IFA1/IFA2/BN/NEMO,2023-01-11T04:00:00,2023-01-11T05:00:00,2023-01-10T20:20:00,50,-25,-9.42,-16.97,1300,5821,220,347,733,,,
2023-01-11T20:10:31,,2023_01_11-19_14,2023_01_11-19_14-1,Sell,1100,BN/IFA1/IFA2/NEMO,2023-01-11T22:00:00,2023-01-11T23:00:00,2023-01-11T20:00:00,100,34,40.15,36.45,1100,6064,761,52,25,262,,
2023-01-11T21:38:47,,2023_01_11-20_39,2023_01_11-20_39-1,Sell,2700,BN/IFA1/IFA2/NEMO,2023-01-11T23:00:00,2023-01-12T00:00:00,2023-01-11T21:20:00,50,4.33,17.72,9.52,2700,7894,920,701,391,688,,
